Sukunimi;Yhteensä;;;
Huhtapelto;30;;;
Hyvärilä;30;;;
Hållman;30;;;
Häihälä;30;;;
Höyden;30;;;
Höyssä;30;;;
Igonen;30;;;
Iitiä;30;;;
Ilina;30;;;
Immo;30;;;
Inermo;30;;;
Inkovaara;30;;;
Innola;30;;;
Iso-Kuortti;30;;;
Itäpää;30;;;
Jakas;30;;;
Jalvanti;30;;;
Jegoroff;30;;;
Jerohin;30;;;
Jiang;30;;;
Jolula;30;;;
Jousa;30;;;
Joutulainen;30;;;
Jurvala;30;;;
Juurmaa;30;;;
Jyrkkiö;30;;;
Jyräsalo;30;;;
Jännetyinen;30;;;
Jäätteenmäki;30;;;
Kaarento;30;;;
Kaihlaniemi;30;;;
Kairtamo;30;;;
Kaistamo;30;;;
Kalalahti;30;;;
Kalberg;30;;;
Kallasmaa;30;;;
Kallio-Könnö;30;;;
Kannelniemi;30;;;
Kantokorpi;30;;;
Karf;30;;;
Kari-Koskinen;30;;;
Karkman;30;;;
Karnaranta;30;;;
Karpova;30;;;
Karsisto;30;;;
Kartaslammi;30;;;
Kastus;30;;;
Kata;30;;;
Kattilamäki;30;;;
Kauhava;30;;;
Kaukainen;30;;;
Kaukometsä;30;;;
Kava;30;;;
Kehänen;30;;;
Keisa;30;;;
Kemppanen;30;;;
Kent;30;;;
Keskikiikonen;30;;;
Keski-Korpela;30;;;
Khalif;30;;;
Khezri;30;;;
Kieränen;30;;;
Kihniä;30;;;
Kiimala;30;;;
Kiukainen;30;;;
Kivihalme;30;;;
Kivimurto;30;;;
Knapp;30;;;
Koenkytö;30;;;
Kohomäki;30;;;
Koivunoro;30;;;
Kolunsarka;30;;;
Kononov;30;;;
Korpimaa;30;;;
Korpiranta;30;;;
Korpi-Tassi;30;;;
Korppi-Tommola;30;;;
Kortepuro;30;;;
Koskenala;30;;;
Koskikangas;30;;;
Krank;30;;;
Krebs;30;;;
Kritz;30;;;
Krunniniva;30;;;
Kuhalainen;30;;;
Kuja-Kyyny;30;;;
Kultavirta;30;;;
Kunnasluoto;30;;;
Kurkioja;30;;;
Kuromaa;30;;;
Kusnetsov;30;;;
Kuukauppi;30;;;
Kuuramaa;30;;;
Kylmäkoski;30;;;
Kylänlahti;30;;;
Kyntölä;30;;;
Kytöhonka;30;;;
Kåhlman;30;;;
Källroos;30;;;
Kärkimaa;30;;;
Lackström;30;;;
Laitinmäki;30;;;
Langhoff;30;;;
Latosuo;30;;;
Laukniemi;30;;;
Laune;30;;;
Launne;30;;;
Lehtojoki;30;;;
Lehtokangas;30;;;
Leinola;30;;;
Lentonen;30;;;
Leppävirta;30;;;
Lettojärvi;30;;;
Leung;30;;;
Liede;30;;;
Liettyä;30;;;
Liius;30;;;
Likander;30;;;
Likolammi;30;;;
Lillås;30;;;
Lim;30;;;
Lindy;30;;;
Linnainsaari;30;;;
Linnaluoto;30;;;
Linnola;30;;;
Lohioja;30;;;
Lomakin;30;;;
Londén;30;;;
Longi;30;;;
Louhisto;30;;;
Louhisuo;30;;;
Lounamaa;30;;;
Lumberg;30;;;
Lumiala;30;;;
Luolavirta;30;;;
Luotolinna;30;;;
Lustberg;30;;;
Lustre;30;;;
Lähti;30;;;
Läksy;30;;;
Maasola;30;;;
Majahalme;30;;;
Maksniemi;30;;;
Malhonen;30;;;
Malmihuhta;30;;;
Mannari;30;;;
Manngård;30;;;
Mannikainen;30;;;
Martinsén;30;;;
Martomaa;30;;;
Merimäki;30;;;
Mesiäislehto;30;;;
Metsä-Heikkilä;30;;;
Minerva;30;;;
Moss;30;;;
Mottisenkangas;30;;;
Mukkila;30;;;
Muntola;30;;;
Murola;30;;;
Myötyri;30;;;
Mäkilaine;30;;;
Mäki-Panula;30;;;
Mäkiselkä;30;;;
Mäkivierikko;30;;;
Nekkula;30;;;
Nessling;30;;;
Nevantaus;30;;;
Nevasalo;30;;;
Niinilampi;30;;;
Niinivuori;30;;;
Nordquist;30;;;
Norra;30;;;
Norres;30;;;
Norrkniivilä;30;;;
Nättiaho;30;;;
Ojonen;30;;;
Omenainen;30;;;
Onnenlehto;30;;;
Oosi;30;;;
Ortiz;30;;;
Ostamo;30;;;
Paasivuori;30;;;
Paattimäki;30;;;
Palmula;30;;;
Park;30;;;
Pastell;30;;;
Paukkuri;30;;;
Paulsen;30;;;
Paulsson;30;;;
Pekkilä;30;;;
Pekonmäki;30;;;
Penninkilampi;30;;;
Pepponen;30;;;
Peritalo;30;;;
Permikangas;30;;;
Petsola;30;;;
Piensalmi;30;;;
Piivek;30;;;
Pilkkakangas;30;;;
Piltz;30;;;
Piutunen;30;;;
Porentola;30;;;
Porrasoja;30;;;
Prosi;30;;;
Punju;30;;;
Purakasmäki;30;;;
Purontaka;30;;;
Puurila;30;;;
Pyyhtinen;30;;;
Pänttäjä;30;;;
Pölkky;30;;;
Quinn;30;;;
Raij;30;;;
Rak;30;;;
Rampa;30;;;
Ranta-Pantti;30;;;
Rapola;30;;;
Rautsi;30;;;
Reims;30;;;
Reivilä;30;;;
Rickman;30;;;
Rikassaari;30;;;
Ringborg;30;;;
Ritsilä;30;;;
Roselli;30;;;
Rosi;30;;;
Rothsten;30;;;
Ruis;30;;;
Rujala;30;;;
Ruohotie;30;;;
Ruoskanen;30;;;
Ruosteenoja;30;;;
Ruskola;30;;;
Rytö;30;;;
Råmark;30;;;
Saikka;30;;;
Sailo;30;;;
Salaspuro;30;;;
Salava;30;;;
Sallisalmi;30;;;
Salmenius;30;;;
Salmenoksa;30;;;
Salpakoski;30;;;
Salviander;30;;;
Salvisto;30;;;
Santio;30;;;
Sartovuo;30;;;
Sarvikivi;30;;;
Sarviluoma;30;;;
Sauhula;30;;;
Saukkokoski;30;;;
Savage;30;;;
Savikkomaa;30;;;
Seeste;30;;;
Seise;30;;;
Selesniemi;30;;;
Seljänperä;30;;;
Serpola;30;;;
Sevola;30;;;
Sierilä;30;;;
Simanen;30;;;
Slant;30;;;
Soiluva;30;;;
Solasaari;30;;;
Sonné;30;;;
Soukola;30;;;
Spåre;30;;;
Stephens;30;;;
Storbäck;30;;;
Ståhlhammar;30;;;
Sulanto;30;;;
Suosilta;30;;;
Suovirta;30;;;
Suvitaival;30;;;
Syyri;30;;;
Syysjoki;30;;;
Talasma;30;;;
Tallgrén;30;;;
Tammenkoski;30;;;
Tanski;30;;;
Tausta;30;;;
Tenovirta;30;;;
Tertsonen;30;;;
Terva-aho;30;;;
Tervaharju;30;;;
Tervakari;30;;;
Thind;30;;;
Thomsson;30;;;
Thureson;30;;;
Tiililä;30;;;
Timonen-Nissi;30;;;
Tiukka;30;;;
Tollander;30;;;
Tollola;30;;;
Torninoja;30;;;
Trieu;30;;;
Trofimov;30;;;
Tuohiluoma;30;;;
Turkama;30;;;
Turusenaho;30;;;
Tuuppa;30;;;
Tynell;30;;;
Tyviö;30;;;
Ujala;30;;;
Uksila;30;;;
Ulaska;30;;;
Uusikari;30;;;
Vaalamo;30;;;
Vajanto;30;;;
Valkeamäki;30;;;
Valtatie;30;;;
Vanhamaa;30;;;
Varpela;30;;;
Vatja;30;;;
Veistämö;30;;;
Velikainen;30;;;
Vesikansa;30;;;
Veskoniemi;30;;;
Viheriälä;30;;;
Viima;30;;;
Vilkka;30;;;
Vinter;30;;;
Vintola;30;;;
Virkola;30;;;
Virri;30;;;
Vohlonen;30;;;
von Wright;30;;;
Vähätaini;30;;;
Vähävihu;30;;;
Väliahde;30;;;
Wahtera;30;;;
Wanne;30;;;
Wasén;30;;;
Weiland;30;;;
Weintraub;30;;;
Welroos;30;;;
Widerholm;30;;;
Wingström;30;;;
Yliheljo;30;;;
Ylihoikka;30;;;
Yli-Kankahila;30;;;
Yli-Krekola;30;;;
Yli-Marttila;30;;;
Ylimikkotervo;30;;;
Yli-Mäenpää;30;;;
Ylinenpää;30;;;
Yli-Ojanperä;30;;;
Yli-Rajala;30;;;
Ylismaa;30;;;
Ylä-Jarkko;30;;;
Youssef;30;;;
Yüksel;30;;;
Zengil;30;;;
Äimälä;30;;;
Aarras;29;;;
Abraham;29;;;
Abshir;29;;;
Ahmavuo;29;;;
Ahteela;29;;;
Ahtimaa;29;;;
Aikasalo;29;;;
Ailunka;29;;;
Airamaa;29;;;
Aitalaakso;29;;;
Aittokumpu;29;;;
Akinci;29;;;
Akkoyun;29;;;
Akter;29;;;
Ala-Kauttu;29;;;
Alakörkkö;29;;;
Ala-Louko;29;;;
Ala-Mantila;29;;;
Alarauhio;29;;;
Alardt;29;;;
Ala-Röyskö;29;;;
Albertsson;29;;;
Al-Essa;29;;;
Alvik;29;;;
Angerman;29;;;
Anwari;29;;;
Apponen;29;;;
Arela;29;;;
Arjola;29;;;
Auraneva;29;;;
Aurio;29;;;
Aurola;29;;;
Auru;29;;;
Azemi;29;;;
Ba;29;;;
Backända;29;;;
Berggrén;29;;;
Bergh;29;;;
Bilund;29;;;
Bjong;29;;;
Björkstam;29;;;
Block;29;;;
Burns;29;;;
Burtsoff;29;;;
Bäckblom;29;;;
Bäf;29;;;
Caldén;29;;;
Cederlund;29;;;
Clement;29;;;
Costa;29;;;
Curtis;29;;;
Dahla;29;;;
Dahlfors;29;;;
Dahlroos;29;;;
Das;29;;;
Doski;29;;;
Eko;29;;;
Elemo;29;;;
Elvström;29;;;
Emanuelsson;29;;;
Euren;29;;;
Fager-Pintilä;29;;;
Fehrmann;29;;;
Filipoff;29;;;
Fiskari;29;;;
Fleen;29;;;
Frostell;29;;;
Gaye;29;;;
Gehör;29;;;
Geisor;29;;;
Grof;29;;;
Gross;29;;;
Grönbacka;29;;;
Guldbrand;29;;;
Haaksiala;29;;;
Haals;29;;;
Haantio;29;;;
Haapavirta;29;;;
Hafrén;29;;;
Hailla;29;;;
Hakavuori;29;;;
Hako;29;;;
Harittu;29;;;
Hartlin;29;;;
Harvia;29;;;
Harvima;29;;;
Hassani;29;;;
Havelin;29;;;
Havola;29;;;
Heiniluoto;29;;;
Heinineva;29;;;
Heinäsmäki;29;;;
Helassalo;29;;;
Helleharju;29;;;
Hemiä;29;;;
Herraniemi;29;;;
Hiihtola;29;;;
Hiippavuori;29;;;
Hiirsalmi;29;;;
Hirsilä;29;;;
Hirsimaa;29;;;
Hirvenlahti;29;;;
Honni;29;;;
Horppila;29;;;
Hu;29;;;
Huhtaluoma;29;;;
Huhtiainen;29;;;
Hulkki;29;;;
Hummel;29;;;
Husseini;29;;;
Hynni;29;;;
Hällund;29;;;
Högel;29;;;
Ihaksinen;29;;;
Ilvessalo;29;;;
Isojoki;29;;;
Isokivi;29;;;
Isolauri;29;;;
Itälahti;29;;;
Itäpalo;29;;;
Jarho;29;;;
Jeminen;29;;;
Joki-Huuki;29;;;
Jokkala;29;;;
Joutsenjärvi;29;;;
Jussi-Pekka;29;;;
Jyväkorpi;29;;;
Jäykkä;29;;;
Kaakkola;29;;;
Kaaria;29;;;
Kaarnalehto;29;;;
Kailasto;29;;;
Kaitosalmi;29;;;
Kajaala;29;;;
Kajanki;29;;;
Kajantola;29;;;
Kalermo;29;;;
Kallenautio;29;;;
Kallio-Mannila;29;;;
Kamara;29;;;
Kamau;29;;;
Kandel;29;;;
Kangasjärvelä;29;;;
Kaplan;29;;;
Karakorpi;29;;;
Karavirta;29;;;
Karesti;29;;;
Karja;29;;;
Karmakka;29;;;
Kasittula;29;;;
Kaskisto;29;;;
Kaukotie;29;;;
Keistinen;29;;;
Kenola;29;;;
Kerosuo;29;;;
Kerppola;29;;;
Keskimölö;29;;;
Kihl;29;;;
Kiikonen;29;;;
Kiilamaa;29;;;
Kiintonen;29;;;
Kirveskari;29;;;
Kiviperä;29;;;
Klaar;29;;;
Klink;29;;;
Knudsen;29;;;
Kolhi;29;;;
Kolstela;29;;;
Kononoff;29;;;
Konstig;29;;;
Kortela;29;;;
Koskenmaa;29;;;
Koskiluoma;29;;;
Koskimo;29;;;
Kotaja;29;;;
Kotamies;29;;;
Kotasaari;29;;;
Kotkajuuri;29;;;
Kovaleva;29;;;
Kozlov;29;;;
Kreko;29;;;
Kråkström;29;;;
Kuja-Halkola;29;;;
Kultamaa;29;;;
Kumenius;29;;;
Kumpuoja;29;;;
Kurman;29;;;
Kuzmina;29;;;
Kvickström;29;;;
Kylmämetsä;29;;;
Kyntömaa;29;;;
Kypärä;29;;;
Kämi;29;;;
Käräjämäki;29;;;
Laaksolahti;29;;;
Lagerqvist;29;;;
Lamminkangas;29;;;
Lanzett;29;;;
Lapilainen;29;;;
Lari;29;;;
Larsén;29;;;
Laskujärvi;29;;;
Lavio;29;;;
Lê;29;;;
Lehtotie;29;;;
Lesell;29;;;
Levänaho;29;;;
Lindvik;29;;;
Linnanto;29;;;
Lintumaa;29;;;
Lipo;29;;;
Listokorpi;29;;;
Ljungars;29;;;
Lodenius;29;;;
Loimu;29;;;
Loimuneva;29;;;
Lompola;29;;;
Lope;29;;;
Louhevirta;29;;;
Lounaskorpi;29;;;
Loutti;29;;;
Luhanka;29;;;
Luopakka;29;;;
Länsiharju;29;;;
Länsiluoto;29;;;
Länsipuro;29;;;
Länsisaari;29;;;
Majanlahti;29;;;
Maki;29;;;
Mansikkamaa;29;;;
Mansoniemi;29;;;
Marsh;29;;;
Martinsen;29;;;
Masanen;29;;;
Meisalmi;29;;;
Melantie;29;;;
Meripaasi;29;;;
Miilukangas;29;;;
Mikkeli;29;;;
Moksi;29;;;
Morander;29;;;
Morelli;29;;;
Mortensen;29;;;
Multaniemi;29;;;
Multimäki;29;;;
Muntila;29;;;
Muotkavaara;29;;;
Murati;29;;;
Mäkihannu;29;;;
Mäki-Kauppila;29;;;
Mäki-Korte;29;;;
Mäkimurto;29;;;
Mäki-Reinikka;29;;;
Mäki-Runsas;29;;;
Männik;29;;;
Mökkälä;29;;;
Neejärvi;29;;;
Niemenoja;29;;;
Nietola;29;;;
Nietosvaara;29;;;
Noopila;29;;;
Norrdahl;29;;;
Nuoramo;29;;;
Nuoritalo;29;;;
Nuuttinen;29;;;
Nybohm;29;;;
Nyykooli;29;;;
Odell;29;;;
Ojell;29;;;
Olamo;29;;;
Ollinkangas;29;;;
Olonen;29;;;
Onkinen;29;;;
Ontto-Panula;29;;;
Orlov;29;;;
Orte;29;;;
Otamo;29;;;
Ots;29;;;
Pahkin;29;;;
Pahtaharju;29;;;
Paintola;29;;;
Palkamo;29;;;
Palsanen;29;;;
Palukka;29;;;
Patajoki;29;;;
Paulasuo;29;;;
Pearson;29;;;
Pehrman;29;;;
Pellava;29;;;
Pelto-Piri;29;;;
Pelvo;29;;;
Pentsinen;29;;;
Perkkalainen;29;;;
Permi;29;;;
Pernell;29;;;
Petas;29;;;
Pettilä;29;;;
Petälä;29;;;
Pihlakari;29;;;
Piisinen;29;;;
Pohjanvesi;29;;;
Puntola;29;;;
Putikka;29;;;
Pyhtinen;29;;;
Pääjoki;29;;;
Pörhönen;29;;;
Quach;29;;;
Raasu;29;;;
Raidén;29;;;
Rajatammi;29;;;
Randén;29;;;
Rantavaara;29;;;
Raukunen;29;;;
Rautila;29;;;
Rekula;29;;;
Renwall;29;;;
Riihiranta;29;;;
Rinneheimo;29;;;
Rinnemäki;29;;;
Rinta-Filppula;29;;;
Rintakangas;29;;;
Rinta-Tassi;29;;;
Roihas;29;;;
Roimaa;29;;;
Roinisto;29;;;
Routi;29;;;
Runsas;29;;;
Ruusula;29;;;
Rynty;29;;;
Rytteri;29;;;
Ryynälä;29;;;
Rådman;29;;;
Saarnivaara;29;;;
Saartenoja;29;;;
Saavinen;29;;;
Sademies;29;;;
Sahimäki;29;;;
Sallasmaa;29;;;
Salmensaari;29;;;
Salmikunnas;29;;;
Saloharju;29;;;
Salutskij;29;;;
Sanmark;29;;;
Santi;29;;;
Sanyang;29;;;
Sarva;29;;;
Saukola;29;;;
Savonius;29;;;
Seessalo;29;;;
Seitola;29;;;
Seivo;29;;;
Selinheimo;29;;;
Seljavaara;29;;;
Sellmer;29;;;
Senbom;29;;;
Seppelvirta;29;;;
Seppä-Lassila;29;;;
Seppä-Murto;29;;;
Shwe;29;;;
Siirto;29;;;
Sinerkari;29;;;
Sirelius;29;;;
Sirkkiä;29;;;
Skata;29;;;
Smart;29;;;
Solkinen;29;;;
Sompi;29;;;
Staudinger;29;;;
Strandback;29;;;
Strömsnäs;29;;;
Suojalehto;29;;;
Suontaus;29;;;
Suurla;29;;;
Såg;29;;;
Sälpäkivi;29;;;
Särki;29;;;
Säynäjäkoski;29;;;
Södervall;29;;;
Tainijoki;29;;;
Tajik;29;;;
Talaslahti;29;;;
Talvisalmi;29;;;
Tammelander;29;;;
Tammiluoma;29;;;
Tanatar;29;;;
Tasanto;29;;;
Tavisalo;29;;;
Teider;29;;;
Terenius;29;;;
Ternava;29;;;
Tieva;29;;;
Tohu;29;;;
Tuulinen;29;;;
Tyhtilä;29;;;
Tynskä;29;;;
Typpi;29;;;
Täckman;29;;;
Törnberg;29;;;
Uittomäki;29;;;
Ussa;29;;;
Uura;29;;;
Uurto;29;;;
Uusi-Heikkilä;29;;;
Uusikauppila;29;;;
Uusi-Kerttula;29;;;
Uusi-Kouvo;29;;;
Uusi-Laitila;29;;;
Uusi-Marttila;29;;;
Vaissalo;29;;;
Valaranta;29;;;
Valdén;29;;;
Valokorpi;29;;;
Vanajas;29;;;
Vanhahonko;29;;;
Varjakoski;29;;;
Varteva;29;;;
Vastinesluoma;29;;;
Vattu;29;;;
Vejander;29;;;
Venola;29;;;
Verma;29;;;
Vihuri;29;;;
Viinonen;29;;;
Vikblom;29;;;
Vilhula;29;;;
Vilko;29;;;
Villi;29;;;
Voimanen;29;;;
Voittola;29;;;
von Veh;29;;;
Vuolahti;29;;;
Vuomajoki;29;;;
Vuotovesi;29;;;
Vähäkallio;29;;;
Värilä;29;;;
Wallenstjerna;29;;;
Wangel;29;;;
Wesin;29;;;
Williamsson;29;;;
Witt;29;;;
Wolin;29;;;
Wäyrynen;29;;;
Wörlund;29;;;
Ylennysmäki;29;;;
Yli-Alho;29;;;
Yli-Hongisto;29;;;
Yli-Juuti;29;;;
Ylijärvi;29;;;
Yli-Ketola;29;;;
Yli-Kokko;29;;;
Yli-Lankoski;29;;;
Yli-Maunula;29;;;
Yli-Torvi;29;;;
Yypänaho;29;;;
Zimmer;29;;;
Zukale;29;;;
Adlercreutz;28;;;
Adow;28;;;
Ahvenlammi;28;;;
Aittakallio;28;;;
Aittolahti;28;;;
Ala-Hakuni;28;;;
Alahonko;28;;;
Ala-Ilkka;28;;;
Ala-Peijari;28;;;
Ala-Ruona;28;;;
Alasjärvi;28;;;
Alatorvinen;28;;;
Alhoranta;28;;;
Alkiomaa;28;;;
Al-Tamimi;28;;;
Alvasto;28;;;
Angelin;28;;;
Aninko;28;;;
Antson;28;;;
Arjovuo;28;;;
Arki;28;;;
Arokoski;28;;;
Arrhenius;28;;;
Aumala;28;;;
Bach;28;;;
Belt;28;;;
Bergdal;28;;;
Booth;28;;;
Braskén;28;;;
Brändström;28;;;
Byggningsbacka;28;;;
Carlander;28;;;
Cedercreutz;28;;;
Chang;28;;;
Christodoulou;28;;;
Dampha;28;;;
de Wit;28;;;
Dickson;28;;;
Dixon;28;;;
Eichhorn;28;;;
Eklundh;28;;;
Eneberg;28;;;
Erander;28;;;
Erjansalo;28;;;
Erjanti;28;;;
Ervelä;28;;;
Eteläkari;28;;;
Eteläpelto;28;;;
Eteläsaari;28;;;
Fakhri;28;;;
Fernström;28;;;
Fiskars;28;;;
Fraktman;28;;;
Franttila;28;;;
Fridolfsson;28;;;
Fröjdlund;28;;;
Gesterberg;28;;;
Giray;28;;;
Glantz;28;;;
Greijer;28;;;
Gästgivars;28;;;
Haimelin;28;;;
Hakama;28;;;
Hallahuhta;28;;;
Hallasuo;28;;;
Halsinaho;28;;;
Hameed;28;;;
Hammo;28;;;
Han;28;;;
Hanelius;28;;;
Hanhilampi;28;;;
Harju-Seppänen;28;;;
Hartojoki;28;;;
He;28;;;
Heikku;28;;;
Heimlander;28;;;
Heinäaro;28;;;
Helistekangas;28;;;
Heljanko;28;;;
Helotie;28;;;
Hepokari;28;;;
Hermanson;28;;;
Hiidenheimo;28;;;
Hiidensalo;28;;;
Hildebrand;28;;;
Himilä;28;;;
Hirvijoki;28;;;
Hoberg;28;;;
Homi;28;;;
Honkajärvi;28;;;
Hono;28;;;
Hopeakivi;28;;;
Hosiasluoma;28;;;
Hoviaro;28;;;
Hovikoski;28;;;
Huhdanperä;28;;;
Huhtelin;28;;;
Huissi;28;;;
Hyhkö;28;;;
Hyötylänmäki;28;;;
Hägerstrand;28;;;
Ihanajärvi;28;;;
Ihlberg;28;;;
Ilvesoksa;28;;;
Imran;28;;;
Inovaara;28;;;
Isik;28;;;
Isoahde;28;;;
Istermaa;28;;;
Jaanus;28;;;
Jakobsen;28;;;
Japola;28;;;
Jefimoff;28;;;
Jermoranta;28;;;
Jibril;28;;;
Jounela;28;;;
Juha;28;;;
Juhaninmäki;28;;;
Justen;28;;;
Juusonen;28;;;
Juvanen;28;;;
Jänesniemi;28;;;
Järvenperä;28;;;
Järviharju;28;;;
Järvikivi;28;;;
Jätinvuori;28;;;
Kaaresvirta;28;;;
Kaarni;28;;;
Kaaronen;28;;;
Kairisto;28;;;
Kaitamäki;28;;;
Kajakoski;28;;;
Kajalainen;28;;;
Kalakoski;28;;;
Kalinko;28;;;
Kalliovalkama;28;;;
Kalsola;28;;;
Kangas-Hynnilä;28;;;
Kankkio;28;;;
Kanon;28;;;
Karetie;28;;;
Karhuniemi;28;;;
Karhuvaara;28;;;
Katunpää;28;;;
Kaukamo;28;;;
Kaurinkoski;28;;;
Kauris;28;;;
Kelaranta;28;;;
Kelppe;28;;;
Kenias;28;;;
Keski-Lusa;28;;;
Keski-Orvola;28;;;
Kesämaa;28;;;
Kiianlinna;28;;;
Kiilholma;28;;;
Kirri;28;;;
Kirssi;28;;;
Kituniemi;28;;;
Kivihuhta;28;;;
Kleme;28;;;
Koivujärvi;28;;;
Kolunen;28;;;
Kondelin;28;;;
Koppeli;28;;;
Kopranen;28;;;
Korpi-Seppälä;28;;;
Kortteenperä;28;;;
Koskensilta;28;;;
Kouko;28;;;
Koverskoi;28;;;
Kozlova;28;;;
Krupula;28;;;
Kurkipuro;28;;;
Kuusiranta;28;;;
Kuusitunturi;28;;;
Kühn;28;;;
Kylätasku;28;;;
Kylätie;28;;;
Kylä-Utsuri;28;;;
Künnap;28;;;
Käkränen;28;;;
Kälvinmäki;28;;;
Könkö;28;;;
Laajanaho;28;;;
Lahdenoja;28;;;
Laikari;28;;;
Laita;28;;;
Lakiasuo;28;;;
Lapola;28;;;
Lares;28;;;
Larionova;28;;;
Lassinniemi;28;;;
Latva-Karjanmaa;28;;;
Lavikkala;28;;;
Laxåback;28;;;
Lehmusjoki;28;;;
Leimuvirta;28;;;
Lenkola;28;;;
Leppäpuska;28;;;
Lepänkoski;28;;;
Letonsaari;28;;;
Liang;28;;;
Lillie;28;;;
Linderoos;28;;;
Linnamurto;28;;;
Littman;28;;;
Lo;28;;;
Lojamo;28;;;
Lounasranta;28;;;
Louramo;28;;;
Luokomaa;28;;;
Lupsakko;28;;;
Lystimäki;28;;;
Lähdesluoma;28;;;
Lähteensuo;28;;;
Lännenpää;28;;;
Mahmoudi;28;;;
Mahnala;28;;;
Majewski;28;;;
Makaroff;28;;;
Malvalehto;28;;;
Manne;28;;;
Mannier;28;;;
Marander;28;;;
Marjasalo;28;;;
Markela;28;;;
Markova;28;;;
Maunuaho;28;;;
Melakari;28;;;
Melnikova;28;;;
Mentilä;28;;;
Merenluoto;28;;;
Morales;28;;;
Multaharju;28;;;
Murto-Koivisto;28;;;
Mutlu;28;;;
Myrén;28;;;
Myrevik;28;;;
Mäkilaakso;28;;;
Mäkiviita;28;;;
Mälkiäinen;28;;;
Naappi;28;;;
Naarajärvi;28;;;
Najafi;28;;;
Nazarov;28;;;
Nederström;28;;;
Niemetmaa;28;;;
Niiniskorpi;28;;;
Niittyaho;28;;;
Niitynperä;28;;;
Nisumäki;28;;;
Nivasalo;28;;;
Norrmén;28;;;
Nouri;28;;;
Nurmirinta;28;;;
Ojanto;28;;;
Orola;28;;;
Ortila;28;;;
Osa;28;;;
O'Sullivan;28;;;
Outavaara;28;;;
Owen;28;;;
Paanila;28;;;
Paasikannas;28;;;
Paattiniemi;28;;;
Pajukari;28;;;
Palmola;28;;;
Palonkoski;28;;;
Palovirta;28;;;
Palsola;28;;;
Panschin;28;;;
Parmanen;28;;;
Partamies;28;;;
Parvio;28;;;
Passilahti;28;;;
Pastuhov;28;;;
Patomeri;28;;;
Paukkala;28;;;
Pekarila;28;;;
Pentinniemi;28;;;
Perera;28;;;
Perhe;28;;;
Perkaus;28;;;
Peräläinen;28;;;
Petjoi;28;;;
Pihlasto;28;;;
Pirjola;28;;;
Pirtinaho;28;;;
Pirttilampi;28;;;
Pistol;28;;;
Plit;28;;;
Polvisalo;28;;;
Ponsimaa;28;;;
Portaanpää;28;;;
Portimojärvi;28;;;
Punto;28;;;
Purovirta;28;;;
Putaja;28;;;
Pynnöniemi;28;;;
Pääskylä;28;;;
Raikisto;28;;;
Rainto;28;;;
Raitakivi;28;;;
Raitoharju;28;;;
Raivola;28;;;
Rajalaakso;28;;;
Ranin;28;;;
Rantapirkola;28;;;
Rastio;28;;;
Ratalahti;28;;;
Raudas;28;;;
Rautoja;28;;;
Rehvonen;28;;;
Reinman;28;;;
Retkin;28;;;
Revo;28;;;
Rexha;28;;;
Riddar;28;;;
Riihihuhta;28;;;
Riiki;28;;;
Rinkelo;28;;;
Ristikari;28;;;
Ristikartano;28;;;
Ristisuo;28;;;
Rivasto;28;;;
Rivinen;28;;;
Romström;28;;;
Rotkirch;28;;;
Roukka;28;;;
Rowe;28;;;
Rubinstein;28;;;
Ruonansuu;28;;;
Ruski;28;;;
Ruuttila;28;;;
Rännäri;28;;;
Rättel;28;;;
Saariketo;28;;;
Saariluoma;28;;;
Saarivainio;28;;;
Saarno;28;;;
Saba;28;;;
Sadat;28;;;
Saija;28;;;
Salanne;28;;;
Salkolahti;28;;;
Salo-Tuisku;28;;;
Sarajuuri;28;;;
Sarimo;28;;;
Sarnola;28;;;
Saviaho;28;;;
Schemeikka;28;;;
Schmitt;28;;;
Sederström;28;;;
Seimelä;28;;;
Seine;28;;;
Sinimäki;28;;;
Sirkko;28;;;
Sirkkunen;28;;;
Siusluoto;28;;;
Sivander;28;;;
Soimakallio;28;;;
Solas;28;;;
Soon;28;;;
Sorainen;28;;;
Stadig;28;;;
Steenari;28;;;
Steinberg;28;;;
Stordell;28;;;
Storskrubb;28;;;
Stykki;28;;;
Suihkola;28;;;
Suodenjoki;28;;;
Suonsilta;28;;;
Suua;28;;;
Suur-Askola;28;;;
Svenfors;28;;;
Svenström;28;;;
Sysiö;28;;;
Syväkuru;28;;;
Syvävirta;28;;;
Sälke;28;;;
Särelä;28;;;
Särmäkari;28;;;
Sävilammi;28;;;
Taakala;28;;;
Tammila;28;;;
Tammimetsä;28;;;
Taulaniemi;28;;;
Teder;28;;;
Telimaa;28;;;
Tepsell;28;;;
Tervalahti;28;;;
Tevilin;28;;;
Tiirinki;28;;;
Tocklin;28;;;
Toimi;28;;;
Toivettula;28;;;
Träskvik;28;;;
Tumppila;28;;;
Tuohilampi;28;;;
Tuomilaakso;28;;;
Turvala;28;;;
Tuukkala;28;;;
Tuulikangas;28;;;
Tönning;28;;;
Törnkvist;28;;;
Ulfvens;28;;;
Uuranmäki;28;;;
Uusi-Vähälä;28;;;
Vaarama;28;;;
Vaateri;28;;;
Vahera;28;;;
Vaininen;28;;;
Vaitomaa;28;;;
Valkokivi;28;;;
Valsi;28;;;
Valtavirta;28;;;
Varsa;28;;;
Verkkomäki;28;;;
Vesikkala;28;;;
Viherranta;28;;;
